title,price,header,kw,sid,linkwithprice,productid,categoryId,desc
Viessmann Vitola 200 (18 kW),1210.25, Viessmann Vitola 200 (18 kW),"Öl-Heizkessel, Ölheizung, Niedertemperaturkessel / Montageart: Standkessel / Nennwärmeleistung: 18 kW / Energieträger: Öl / Norm-Nutzungsgrad: 96 % / verwendbar für: Heizungswasser / maximale Vorlauftemperatur: 100 °C / Wasserinhalt im Kessel: 49 Liter / Durchmesser des Abgasanschlusses: 130 mm / ...",9701,/preisvergleich/Relocate/451184957.html?categoryId=18406&pos=1&price=1210.25&productid=1064514&sid=9701&type=offer,1064514,18406, 
Viessmann Vitola 200 (18 kW),1323.0, Viessmann Vitola 200 (18 kW),"Öl-Heizkessel, Ölheizung, Niedertemperaturkessel / Montageart: Standkessel / Nennwärmeleistung: 18 kW / Energieträger: Öl / Norm-Nutzungsgrad: 96 % / verwendbar für: Heizungswasser / maximale Vorlauftemperatur: 100 °C / Wasserinhalt im Kessel: 49 Liter / Durchmesser des Abgasanschlusses: 130 mm / ...",9701,/preisvergleich/Relocate/536806651.html?categoryId=18406&pos=2&price=1323.0&productid=1064514&sid=9701&type=offer,1064514,18406, 
Viessmann Vitola 200 (18 kW),1499.6, Viessmann Vitola 200 (18 kW),"Öl-Heizkessel, Ölheizung, Niedertemperaturkessel / Montageart: Standkessel / Nennwärmeleistung: 18 kW / Energieträger: Öl / Norm-Nutzungsgrad: 96 % / verwendbar für: Heizungswasser / maximale Vorlauftemperatur: 100 °C / Wasserinhalt im Kessel: 49 Liter / Durchmesser des Abgasanschlusses: 130 mm / ...",293515,/preisvergleich/Relocate/574210950.html?categoryId=18406&pos=3&price=1499.6&productid=1064514&sid=293515&type=offer,1064514,18406, Viess­mann Vitola 200 mit 18 KW
Viessmann Vitola 200 (18 kW),1598.92, Viessmann Vitola 200 (18 kW),"Öl-Heizkessel, Ölheizung, Niedertemperaturkessel / Montageart: Standkessel / Nennwärmeleistung: 18 kW / Energieträger: Öl / Norm-Nutzungsgrad: 96 % / verwendbar für: Heizungswasser / maximale Vorlauftemperatur: 100 °C / Wasserinhalt im Kessel: 49 Liter / Durchmesser des Abgasanschlusses: 130 mm / ...",294528,/preisvergleich/Relocate/559969139.html?categoryId=18406&pos=4&price=1598.92&productid=1064514&sid=294528&type=offer,1064514,18406, Vitola 200 18 kW mit Vi­to­tro­nic 200 KO1B und Kes­sel­tür
Viessmann Vitola 200 (18 kW),2448.0, Viessmann Vitola 200 (18 kW),"Öl-Heizkessel, Ölheizung, Niedertemperaturkessel / Montageart: Standkessel / Nennwärmeleistung: 18 kW / Energieträger: Öl / Norm-Nutzungsgrad: 96 % / verwendbar für: Heizungswasser / maximale Vorlauftemperatur: 100 °C / Wasserinhalt im Kessel: 49 Liter / Durchmesser des Abgasanschlusses: 130 mm / ...",223861,/preisvergleich/Relocate/463226301.html?categoryId=18406&pos=5&price=2448.0&productid=1064514&sid=223861&type=offer,1064514,18406, Viess­mann Öl­kes­sel Vitola 200 18 kW Öl­hei­zung / Öl­heiz­kes­sel
Viessmann Vitola 200 (18 kW),2507.66, Viessmann Vitola 200 (18 kW),"Öl-Heizkessel, Ölheizung, Niedertemperaturkessel / Montageart: Standkessel / Nennwärmeleistung: 18 kW / Energieträger: Öl / Norm-Nutzungsgrad: 96 % / verwendbar für: Heizungswasser / maximale Vorlauftemperatur: 100 °C / Wasserinhalt im Kessel: 49 Liter / Durchmesser des Abgasanschlusses: 130 mm / ...",294528,/preisvergleich/Relocate/597054713.html?categoryId=18406&pos=6&price=2507.66&productid=1064514&sid=294528&type=offer,1064514,18406, Vitola 200 18KW mit Bren­ner Vit­of­lam­me 200 Vi­to­tro­nic 200
"Viessmann Vitorondens 200-T (20,2 kW)",3455.99," Viessmann Vitorondens 200-T (20,2 kW)","Öl-Brennwertkessel, Öl-Heizkessel, Ölheizung, Niedertemperaturkessel / Montageart: Standkessel / Nennwärmeleistung: 20,2 kW / Energieträger: Öl / Norm-Nutzungsgrad: 103 % / verwendbar für: Heizungswasser, Trinkwasser (externer Warmwasserspeicher), Solar Heizungsunterstützung / maximale ...",276812,/preisvergleich/Relocate/387844098.html?categoryId=18406&pos=1&price=3455.99&productid=2835975&sid=276812&type=offer,2835975,18406," Viess­mann Vi­to­ron­dens 200-T mit Vi­to­tro­nic 200 20,2 kW, raum­luft­ab­hän­gig"
Viessmann Vitola 200 (27 kW),1354.45, Viessmann Vitola 200 (27 kW),"Öl-Heizkessel, Ölheizung, Niedertemperaturkessel / Montageart: Standkessel / Nennwärmeleistung: 27 kW / Energieträger: Öl / Norm-Nutzungsgrad: 96 % / verwendbar für: Heizungswasser, Trinkwasser (externer Warmwasserspeicher) / maximale Vorlauftemperatur: 100 °C / Wasserinhalt im Kessel: 76 Liter / ...",9701,/preisvergleich/Relocate/451184119.html?categoryId=18406&pos=1&price=1354.45&productid=1238936&sid=9701&type=offer,1238936,18406, 
Viessmann Vitola 200 (18 kW),2938.0, Viessmann Vitola 200 (18 kW),"Öl-Heizkessel, Ölheizung, Niedertemperaturkessel / Montageart: Standkessel / Nennwärmeleistung: 18 kW / Energieträger: Öl / Norm-Nutzungsgrad: 96 % / verwendbar für: Heizungswasser / maximale Vorlauftemperatur: 100 °C / Wasserinhalt im Kessel: 49 Liter / Durchmesser des Abgasanschlusses: 130 mm / ...",223861,/preisvergleich/Relocate/287712790.html?categoryId=18406&pos=7&price=2938.0&productid=1064514&sid=223861&type=offer,1064514,18406, Viess­mann Öl­hei­zung Vitola 200 18 kW Öl­heiz­kes­sel
"Viessmann Vitorondens 200-T (20,2 kW)",3476.0," Viessmann Vitorondens 200-T (20,2 kW)","Öl-Brennwertkessel, Öl-Heizkessel, Ölheizung, Niedertemperaturkessel / Montageart: Standkessel / Nennwärmeleistung: 20,2 kW / Energieträger: Öl / Norm-Nutzungsgrad: 103 % / verwendbar für: Heizungswasser, Trinkwasser (externer Warmwasserspeicher), Solar Heizungsunterstützung / maximale ...",9701,/preisvergleich/Relocate/511176785.html?categoryId=18406&pos=2&price=3476.0&productid=2835975&sid=9701&type=offer,2835975,18406, 
Viessmann Vitola 200 (27 kW),1399.9, Viessmann Vitola 200 (27 kW),"Öl-Heizkessel, Ölheizung, Niedertemperaturkessel / Montageart: Standkessel / Nennwärmeleistung: 27 kW / Energieträger: Öl / Norm-Nutzungsgrad: 96 % / verwendbar für: Heizungswasser, Trinkwasser (externer Warmwasserspeicher) / maximale Vorlauftemperatur: 100 °C / Wasserinhalt im Kessel: 76 Liter / ...",294528,/preisvergleich/Relocate/559969142.html?categoryId=18406&pos=2&price=1399.9&productid=1238936&sid=294528&type=offer,1238936,18406, Vitola 200 27 kW mit Vi­to­tro­nic 100 KC2B und Kes­sel­tür
"Viessmann Vitorondens 200-T (24,6 kW)",3519.99," Viessmann Vitorondens 200-T (24,6 kW)","Öl-Brennwertkessel, Öl-Heizkessel, Ölheizung, Niedertemperaturkessel / Montageart: Standkessel / Nennwärmeleistung: 24,6 kW / Energieträger: Öl / Norm-Nutzungsgrad: 103 % / verwendbar für: Heizungswasser, Trinkwasser (externer Warmwasserspeicher), Solar Heizungsunterstützung / maximale ...",276812,/preisvergleich/Relocate/387840247.html?categoryId=18406&pos=1&price=3519.99&productid=2835996&sid=276812&type=offer,2835996,18406," Viess­mann Vi­to­ron­dens 200-T mit Vi­to­tro­nic 200 24,6 kW, raum­luft­ab­hän­gig"
"Viessmann Vitorondens 200-T (20,2 kW)",3539.0," Viessmann Vitorondens 200-T (20,2 kW)","Öl-Brennwertkessel, Öl-Heizkessel, Ölheizung, Niedertemperaturkessel / Montageart: Standkessel / Nennwärmeleistung: 20,2 kW / Energieträger: Öl / Norm-Nutzungsgrad: 103 % / verwendbar für: Heizungswasser, Trinkwasser (externer Warmwasserspeicher), Solar Heizungsunterstützung / maximale ...",9701,/preisvergleich/Relocate/511176755.html?categoryId=18406&pos=3&price=3539.0&productid=2835975&sid=9701&type=offer,2835975,18406, 
